pix,0.10000000149011612,0.7005263292475751,1.301052657005034,1.901578984762493,2.502105312519952,3.102631640277411,3.70315796803487,4.303684295792329,4.904210623549788,5.504736951307247,6.1052632790647055,6.705789606822164,7.306315934579624,7.906842262337083,8.507368590094542,9.107894917852,9.70842124560946,10.308947573366918,10.909473901124377,11.510000228881836
0.001,0.28690004348754883,-0.3744525909423828,-0.4702291488647461,-0.4746222496032715,-0.4694545269012451,-0.4650993347167969,-0.46271705627441406,-0.4625060558319092,-0.46474695205688477,-0.4699394702911377,-0.478832483291626,-0.4924352169036865,-0.5119941234588623,-0.5389032363891602,-0.5745108127593994,-0.6197786331176758,-0.6748397350311279,-0.738558292388916,-0.808344841003418,-0.880422830581665
0.05357894736842098,-0.1598505973815918,-0.8938124179840088,-0.9986354112625122,-0.9980342388153076,-0.9870072603225708,-0.9776172637939453,-0.97119140625,-0.9679883718490601,-0.9684157371520996,-0.973179817199707,-0.9832841157913208,-0.9999809265136719,-1.0246399641036987,-1.0584957599639893,-1.1022615432739258,-1.1556607484817505,-1.2170488834381104,-1.2833696603775024,-1.3506094217300415,-1.4146684408187866
0.10615789473684202,-0.46514320373535156,-1.2837367057800293,-1.407802939414978,-1.4108569622039795,-1.403122901916504,-1.398661494255066,-1.3989965915679932,-1.4044528007507324,-1.4155726432800293,-1.4332467317581177,-1.4586420059204102,-1.4930154085159302,-1.5374021530151367,-1.5921757221221924,-1.6565840244293213,-1.7284526824951172,-1.8043094873428345,-1.880014181137085,-1.9516910314559937,-2.0165576934814453
0.15873684210526307,-0.6948606967926025,-1.5985023975372314,-1.741180419921875,-1.7451351881027222,-1.7382901906967163,-1.7371513843536377,-1.74350905418396,-1.7577455043792725,-1.7804734706878662,-1.8126063346862793,-1.855135202407837,-1.9087486267089844,-1.9733495712280273,-2.047607898712158,-2.128781795501709,-2.2130157947540283,-2.296116828918457,-2.3744914531707764,-2.445845127105713,-2.5093822479248047
0.2113157894736841,-1.0751237869262695,-2.074824571609497,-2.2466065883636475,-2.2585949897766113,-2.259315013885498,-2.2682807445526123,-2.2875633239746094,-2.3174328804016113,-2.3582396507263184,-2.4103875160217285,-2.473923683166504,-2.5480360984802246,-2.6306519508361816,-2.7183971405029297,-2.807069778442383,-2.8925113677978516,-2.9714999198913574,-3.0422756671905518,-3.1045637130737305,-3.159228563308716
0.2638947368421051,-1.510857343673706,-2.6030640602111816,-2.800283908843994,-2.811666965484619,-2.8100082874298096,-2.8189048767089844,-2.841031312942505,-2.876504421234131,-2.9250733852386475,-2.986025810241699,-3.0577521324157715,-3.137439489364624,-3.2211902141571045,-3.304640769958496,-3.383873701095581,-3.4561967849731445,-3.520475149154663,-3.5769832134246826,-3.6269783973693848,-3.672229766845703
0.3164736842105262,-1.819604516029358,-2.995105266571045,-3.2123522758483887,-3.2136101722717285,-3.199923276901245,-3.200263023376465,-3.218205213546753,-3.2534165382385254,-3.304326057434082,-3.3682522773742676,-3.4413819313049316,-3.5191073417663574,-3.5967931747436523,-3.6706666946411133,-3.7384402751922607,-3.799433708190918,-3.854279041290283,-3.9044320583343506,-3.9517030715942383,-3.9979095458984375
0.3690526315789473,-2.065979242324829,-3.3324735164642334,-3.583526849746704,-3.582387685775757,-3.5618138313293457,-3.557257652282715,-3.573431968688965,-3.6092748641967773,-3.6614277362823486,-3.725107192993164,-3.7949180603027344,-3.8658447265625,-3.9341328144073486,-3.9977340698242188,-4.056236267089844,-4.110433578491211,-4.161791801452637,-4.2119855880737305,-4.262567520141602,-4.314770698547363
0.42163157894736836,-2.3612895011901855,-3.729762554168701,-4.035419940948486,-4.046057224273682,-4.028458118438721,-4.024975776672363,-4.041616916656494,-4.076911926269531,-4.126438140869141,-4.184635639190674,-4.246289253234863,-4.307570457458496,-4.366436004638672,-4.4224395751953125,-4.476230621337891,-4.528998851776123,-4.582022666931152,-4.636373043060303,-4.692755699157715,-4.751469612121582
